batch_id,production_date,equipment_id,shift,sequence,material_lot,feed_ratio,raw_property,temperature,pressure,feed_rate,reaction_time,vacuum,energy_kwh_per_ton,viscosity,particle_size,quality_value,yield_pct,quality_flag,dq_missing_count,dq_outlier_count,dq_review_flag
B0326,2026-04-19,EQ_B,SWING,326,M05,1.0076,101.01,181.31,2.370,102.01,60.39,0.820,238.53,444.1,19.13,99.88,96.57,OK,0,0,PASS
B0327,2026-04-19,EQ_B,NIGHT,327,M05,1.0046,101.18,177.32,2.219,101.95,58.73,0.807,233.91,431.1,18.40,99.63,95.83,OK,0,0,PASS
B0329,2026-04-20,EQ_A,SWING,329,M05,1.0200,101.16,179.94,2.370,102.27,57.66,0.784,229.66,454.5,18.30,99.25,97.63,OK,0,0,PASS
B0330,2026-04-20,EQ_B,NIGHT,330,M06,0.9799,99.07,183.20,2.388,109.80,51.22,0.749,240.36,390.9,17.56,98.57,96.39,NG,0,0,PASS
B0331,2026-04-21,EQ_A,DAY,331,M05,0.9920,101.00,178.43,2.245,98.27,59.90,0.783,224.77,439.1,19.07,99.62,96.35,OK,0,0,PASS
B0332,2026-04-21,EQ_A,SWING,332,M05,1.0128,100.92,176.23,2.199,98.75,55.83,0.842,227.83,441.8,17.93,99.01,95.98,OK,0,0,PASS
B0333,2026-04-21,EQ_B,NIGHT,333,M05,1.0003,100.33,180.22,2.403,102.44,57.43,0.774,228.70,423.8,17.74,99.93,97.12,NG,0,0,PASS
B0334,2026-04-22,EQ_B,DAY,334,M05,1.0049,100.83,180.86,2.393,101.80,57.14,0.801,233.65,435.7,17.46,99.71,96.96,OK,0,0,PASS
B0335,2026-04-22,EQ_A,SWING,335,M05,1.0113,99.97,178.63,2.264,97.82,58.60,0.851,226.75,424.8,17.15,99.19,97.38,OK,0,0,PASS
B0336,2026-04-22,EQ_B,NIGHT,336,M06,0.9888,99.51,179.35,2.427,101.78,54.68,0.819,229.95,417.8,17.44,99.51,96.34,NG,0,0,PASS
B0337,2026-04-23,EQ_A,DAY,337,M06,0.9989,99.27,183.23,2.408,107.87,54.86,0.857,237.33,408.2,17.70,98.97,95.96,NG,0,0,PASS
B0338,2026-04-23,EQ_A,SWING,338,M06,0.9979,99.15,180.53,2.281,98.98,63.40,0.813,237.69,434.1,17.59,100.30,96.49,OK,0,0,PASS
B0339,2026-04-23,EQ_B,NIGHT,339,M06,0.9929,99.83,180.01,2.297,98.58,66.51,0.818,246.61,445.9,18.50,99.74,95.48,OK,0,0,PASS
B0340,2026-04-24,EQ_C,DAY,340,M06,0.9972,99.67,178.69,2.170,103.25,60.52,0.842,240.30,415.3,18.36,99.85,96.47,OK,0,0,PASS
B0341,2026-04-24,EQ_A,SWING,341,M06,1.0087,98.94,181.25,2.337,101.70,59.35,0.825,234.81,425.1,17.57,100.70,97.38,OK,0,0,PASS
B0342,2026-04-24,EQ_A,NIGHT,342,M06,1.0086,98.90,178.82,2.311,101.98,57.38,0.843,241.80,419.4,17.54,99.47,96.81,OK,0,0,PASS
B0343,2026-04-25,EQ_A,DAY,343,M06,1.0156,99.27,183.67,2.443,105.96,56.44,0.808,239.64,399.9,16.96,99.31,95.22,OK,0,0,PASS
B0344,2026-04-25,EQ_A,SWING,344,M06,0.9988,98.66,178.70,2.220,95.84,59.29,0.816,229.96,429.1,17.22,99.68,96.81,OK,0,0,PASS
B0345,2026-04-25,EQ_A,NIGHT,345,M06,1.0085,100.31,175.75,2.159,99.82,59.03,0.752,229.64,437.9,18.10,98.44,95.65,NG,0,0,PASS
B0346,2026-04-26,EQ_A,DAY,346,M06,0.9920,98.30,185.13,2.399,101.14,56.60,0.757,240.28,390.0,16.64,97.96,95.60,OK,0,1,REVIEW
B0347,2026-04-26,EQ_B,SWING,347,M06,0.9936,98.83,180.47,2.340,98.33,61.87,0.707,242.67,430.5,17.21,100.20,96.98,NG,0,1,REVIEW
B0348,2026-04-26,EQ_B,NIGHT,348,M06,0.9798,98.91,179.78,2.371,100.38,60.70,0.855,250.41,410.5,19.60,99.53,97.26,OK,0,0,PASS
B0349,2026-04-27,EQ_A,DAY,349,M06,0.9911,99.84,181.22,2.447,107.96,52.24,0.807,226.02,407.0,17.73,100.11,96.84,OK,0,0,PASS
B0350,2026-04-27,EQ_B,SWING,350,M09,1.0057,99.06,179.65,2.255,101.75,58.24,0.819,241.88,430.2,18.16,98.57,97.50,OK,0,0,PASS
B0351,2026-04-27,EQ_C,NIGHT,351,M06,1.0076,99.47,183.78,2.456,104.11,59.18,0.843,243.29,431.0,17.79,99.48,95.82,OK,0,0,PASS
B0352,2026-04-28,EQ_B,DAY,352,M06,0.9956,100.39,180.89,2.346,98.54,61.37,0.805,240.64,432.7,17.93,100.05,96.31,OK,0,0,PASS
B0353,2026-04-28,EQ_B,SWING,353,M06,0.9993,98.20,179.05,2.288,102.53,57.36,0.788,242.25,427.7,16.40,99.51,96.40,OK,0,0,PASS
B0354,2026-04-28,EQ_B,NIGHT,354,M06,0.9910,98.78,180.11,2.327,104.20,55.45,0.833,255.33,388.5,18.14,99.30,96.28,OK,0,0,PASS
B0355,2026-04-29,EQ_C,DAY,355,M06,0.9897,98.94,180.28,2.413,98.57,60.10,0.822,236.37,418.7,17.23,100.83,97.45,OK,0,0,PASS
B0356,2026-04-29,EQ_A,SWING,356,M06,0.9912,98.52,182.33,2.432,109.84,58.31,0.783,238.61,407.2,18.09,100.30,96.57,OK,0,0,PASS
B0357,2026-04-29,EQ_B,NIGHT,357,M06,0.9989,97.97,183.34,2.418,100.38,56.74,0.823,244.04,387.0,17.52,99.43,95.42,OK,0,1,REVIEW
B0358,2026-04-30,EQ_A,DAY,358,M06,1.0099,99.96,180.01,2.203,100.31,60.24,0.815,233.26,447.8,17.73,99.61,97.53,OK,0,0,PASS
B0359,2026-04-30,EQ_B,SWING,359,M12,1.0073,101.61,178.74,2.206,98.47,57.15,0.805,231.99,453.1,19.04,100.17,96.24,OK,0,0,PASS
B0360,2026-04-30,EQ_B,NIGHT,360,M06,0.9916,99.42,181.64,2.337,102.65,56.60,0.797,248.18,413.4,17.20,99.32,95.92,OK,0,0,PASS
B0361,2026-05-01,EQ_C,DAY,361,M06,1.0167,98.57,182.60,2.281,99.22,60.09,0.814,242.88,398.2,18.64,98.89,96.05,NG,0,0,PASS
B0362,2026-05-01,EQ_A,SWING,362,M06,0.9943,100.57,178.35,2.283,105.76,60.97,0.865,232.88,457.2,17.38,100.76,95.56,OK,0,0,PASS
B0363,2026-05-01,EQ_A,NIGHT,363,M06,0.9995,99.83,179.13,2.223,98.64,60.39,0.828,231.47,445.3,18.01,99.46,97.53,OK,0,0,PASS
B0364,2026-05-02,EQ_A,DAY,364,M06,1.0001,99.22,184.41,2.423,90.42,65.94,0.833,252.24,423.4,18.57,99.42,95.39,NG,0,0,PASS
B0365,2026-05-02,EQ_B,SWING,365,M04,1.0156,99.82,180.75,2.384,102.65,64.08,0.785,246.59,462.7,19.42,99.30,96.43,OK,0,0,PASS
B0366,2026-05-02,EQ_A,NIGHT,366,M06,0.9935,99.20,183.61,2.271,103.22,59.07,0.805,243.41,433.8,18.26,99.10,96.11,NG,0,0,PASS
B0367,2026-05-03,EQ_B,DAY,367,M06,0.9992,99.62,180.50,2.352,105.02,54.51,0.821,234.02,412.2,17.48,99.86,97.63,OK,0,0,PASS
B0368,2026-05-03,EQ_C,SWING,368,M06,0.9965,98.31,179.87,2.337,98.22,58.07,0.808,231.20,421.2,18.65,99.62,96.32,OK,0,0,PASS
B0369,2026-05-03,EQ_C,NIGHT,369,M06,1.0029,99.17,177.98,2.149,99.29,62.55,0.779,226.49,433.5,17.98,99.23,96.16,OK,0,0,PASS
B0370,2026-05-04,EQ_B,DAY,370,M06,1.0156,98.85,178.64,2.247,102.33,56.56,0.812,228.21,418.3,17.61,99.57,96.71,OK,0,0,PASS
B0371,2026-05-04,EQ_C,SWING,371,M06,1.0096,98.78,178.74,2.313,98.59,61.23,0.886,229.86,431.5,17.11,99.29,95.95,OK,0,0,PASS
B0372,2026-05-04,EQ_C,NIGHT,372,M06,0.9848,99.25,178.68,2.232,98.98,58.40,0.818,235.12,408.2,17.77,99.85,97.11,OK,0,0,PASS
B0373,2026-05-05,EQ_C,DAY,373,M06,0.9862,99.75,178.06,2.242,94.96,60.39,0.833,234.08,424.7,17.70,100.03,96.05,OK,0,0,PASS
B0374,2026-05-05,EQ_B,SWING,374,M06,0.9985,99.39,182.49,2.325,100.67,61.58,0.860,243.91,416.9,17.96,99.25,96.81,OK,0,0,PASS
B0375,2026-05-05,EQ_A,NIGHT,375,M06,0.9932,98.97,181.67,2.274,98.26,60.51,0.801,231.43,417.0,18.40,100.64,96.06,NG,0,0,PASS
B0376,2026-05-06,EQ_A,DAY,376,M06,0.9951,99.44,176.66,2.266,103.74,62.56,0.833,228.45,436.0,18.46,99.64,96.39,OK,0,0,PASS
B0377,2026-05-06,EQ_B,SWING,377,M06,0.9951,99.22,179.91,2.365,96.45,60.43,0.811,233.96,412.2,17.83,100.81,95.98,OK,0,0,PASS
B0378,2026-05-06,EQ_A,NIGHT,378,M06,0.9911,99.15,193.56,2.352,103.82,57.00,0.804,234.22,408.1,16.96,99.69,97.37,OK,0,1,REVIEW
B0379,2026-05-07,EQ_C,DAY,379,M06,1.0004,98.77,182.89,2.479,98.61,61.99,0.830,246.72,428.6,17.54,99.40,96.68,OK,0,0,PASS
B0380,2026-05-07,EQ_A,SWING,380,M06,1.0071,100.14,184.33,2.384,104.94,59.86,0.864,237.51,422.6,17.73,99.73,95.32,OK,0,0,PASS
B0381,2026-05-07,EQ_A,NIGHT,381,M06,1.0029,100.05,182.52,2.269,105.94,62.26,0.830,233.09,446.7,17.30,99.62,95.83,OK,0,0,PASS
B0382,2026-05-08,EQ_A,DAY,382,M06,0.9990,98.85,177.71,2.208,106.60,61.85,0.832,231.57,408.0,16.98,99.91,96.68,OK,0,0,PASS
B0383,2026-05-08,EQ_A,SWING,383,M06,1.0026,99.04,176.49,2.239,95.74,62.22,0.839,225.38,431.3,18.53,99.36,96.13,OK,0,0,PASS
B0385,2026-05-09,EQ_A,DAY,385,M06,0.9990,100.17,180.64,2.417,99.23,60.69,0.842,239.67,434.4,18.07,98.92,96.98,OK,0,0,PASS
B0386,2026-05-09,EQ_C,SWING,386,M06,1.0011,99.44,180.40,2.317,99.20,61.09,0.814,244.74,434.9,18.19,99.84,96.40,OK,0,0,PASS
B0387,2026-05-09,EQ_B,NIGHT,387,M06,0.9996,99.24,178.79,2.242,99.95,59.91,0.842,243.21,427.9,18.66,100.23,96.67,OK,0,0,PASS
B0388,2026-05-10,EQ_C,DAY,388,M06,0.9865,98.54,182.47,2.291,96.51,64.57,0.775,244.01,426.2,18.02,99.56,95.55,OK,0,0,PASS
B0389,2026-05-10,EQ_A,SWING,389,M06,1.0000,99.33,177.57,2.184,101.89,55.14,0.877,224.82,418.2,17.91,99.48,96.03,OK,0,0,PASS
B0391,2026-05-11,EQ_C,DAY,391,M05,1.0160,101.49,179.68,2.181,96.43,59.41,0.870,226.63,451.0,18.76,100.44,97.24,OK,0,0,PASS
B0392,2026-05-11,EQ_A,SWING,392,M06,0.9992,98.73,179.41,2.243,103.29,59.69,0.801,242.11,406.4,17.91,100.69,96.18,OK,0,0,PASS
B0393,2026-05-11,EQ_B,NIGHT,393,M06,0.9879,100.07,178.95,2.264,98.45,59.59,0.841,240.95,442.5,17.92,98.62,97.24,OK,0,0,PASS
B0394,2026-05-12,EQ_B,DAY,394,M06,0.9990,98.95,182.52,2.306,100.19,64.35,0.879,244.35,430.0,17.58,99.06,96.23,OK,0,0,PASS
B0395,2026-05-12,EQ_A,SWING,395,M06,0.9991,99.50,178.32,2.435,102.81,58.48,0.829,235.85,409.2,17.09,99.73,95.88,OK,0,0,PASS
B0396,2026-05-12,EQ_A,NIGHT,396,M06,0.9927,98.87,177.87,2.181,95.00,63.89,0.882,245.76,419.7,16.93,99.35,96.89,NG,0,0,PASS
B0397,2026-05-13,EQ_A,DAY,397,M06,0.9869,99.84,179.95,2.298,97.30,64.04,0.780,244.04,420.6,18.91,100.05,97.37,OK,0,0,PASS
B0398,2026-05-13,EQ_A,SWING,398,M06,1.0025,100.29,177.54,2.135,99.54,57.94,0.854,231.48,419.5,17.49,98.73,96.87,OK,0,0,PASS
B0399,2026-05-13,EQ_B,NIGHT,399,M06,1.0031,99.53,180.01,2.324,98.65,62.27,0.774,241.82,454.4,17.38,99.95,97.04,OK,0,0,PASS
B0400,2026-05-14,EQ_A,DAY,400,M06,0.9929,98.87,178.47,2.197,105.09,55.22,0.777,227.33,423.5,17.29,99.27,97.67,OK,0,0,PASS
B0401,2026-05-14,EQ_A,SWING,401,M06,1.0039,98.78,179.60,2.341,97.20,62.80,0.843,232.47,448.0,16.93,99.96,96.87,NG,0,0,PASS
B0402,2026-05-14,EQ_B,NIGHT,402,M06,0.9869,99.08,182.02,2.376,99.04,57.68,0.815,236.62,416.1,17.98,100.26,97.48,OK,0,0,PASS
B0403,2026-05-15,EQ_A,DAY,403,M07,0.9946,100.12,178.48,2.288,104.45,51.53,0.814,229.50,422.5,18.02,100.15,96.76,OK,0,0,PASS
B0404,2026-05-15,EQ_A,SWING,404,M07,1.0026,99.17,176.09,2.402,102.13,61.19,0.842,228.29,425.2,18.88,99.96,95.97,OK,0,0,PASS
B0405,2026-05-15,EQ_B,NIGHT,405,M07,0.9948,100.50,182.41,2.273,101.71,57.70,0.834,243.92,409.5,17.42,99.41,97.15,OK,0,0,PASS
B0406,2026-05-16,EQ_A,DAY,406,M07,0.9930,99.78,178.14,2.239,98.91,63.80,0.867,220.87,441.7,17.98,99.06,95.64,NG,0,0,PASS
B0407,2026-05-16,EQ_A,SWING,407,M07,1.0037,100.57,177.09,2.255,97.52,59.28,0.813,235.15,431.1,18.19,100.18,97.13,OK,0,0,PASS
B0408,2026-05-16,EQ_A,NIGHT,408,M07,1.0005,99.71,184.40,2.348,99.89,62.05,0.753,247.46,416.4,18.64,98.58,95.81,OK,0,0,PASS
B0409,2026-05-17,EQ_C,DAY,409,M07,0.9901,100.29,179.53,2.114,102.94,61.30,0.856,242.10,442.4,18.12,99.63,96.98,OK,0,0,PASS
B0410,2026-05-17,EQ_A,SWING,410,M07,1.0004,100.52,181.49,2.334,102.32,64.58,0.821,236.33,436.4,18.52,99.73,96.64,NG,0,0,PASS
B0411,2026-05-17,EQ_B,NIGHT,411,M07,1.0064,100.35,180.84,2.352,98.54,68.41,0.767,248.28,450.5,18.76,99.55,95.73,NG,0,0,PASS
B0412,2026-05-18,EQ_A,DAY,412,M07,0.9954,99.80,179.08,2.278,95.42,62.75,0.837,236.78,436.3,18.11,99.41,96.40,OK,0,0,PASS
B0413,2026-05-18,EQ_B,SWING,413,M07,1.0040,100.84,180.67,2.302,101.38,57.56,0.854,232.12,409.3,16.84,99.75,97.27,OK,0,0,PASS
B0414,2026-05-18,EQ_C,NIGHT,414,M07,0.9962,101.02,179.94,2.190,102.62,59.92,0.852,230.57,436.4,17.66,100.25,97.46,OK,0,0,PASS
B0415,2026-05-19,EQ_A,DAY,415,M07,1.0111,101.62,179.85,2.301,94.74,61.64,0.829,237.65,468.0,18.69,99.11,96.81,OK,0,0,PASS
B0416,2026-05-19,EQ_B,SWING,416,M08,1.0055,101.14,178.31,2.455,100.81,58.20,0.801,241.48,437.4,18.73,99.48,95.92,OK,0,0,PASS
B0417,2026-05-19,EQ_C,NIGHT,417,M12,0.9966,101.11,181.44,2.242,99.18,56.28,0.785,236.60,426.8,17.09,99.59,96.87,OK,0,0,PASS
B0418,2026-05-20,EQ_A,DAY,418,M07,1.0096,99.90,180.91,2.451,99.88,63.03,0.865,232.31,471.1,18.41,99.48,96.14,OK,0,0,PASS
B0419,2026-05-20,EQ_B,SWING,419,M07,1.0223,99.79,179.42,2.369,96.53,56.83,0.853,235.98,431.1,17.16,99.99,96.89,OK,0,0,PASS
B0420,2026-05-20,EQ_B,NIGHT,420,M11,0.9904,100.73,184.94,2.437,96.65,61.41,0.881,245.37,438.9,17.91,97.75,94.94,OK,0,1,REVIEW
B0421,2026-05-21,EQ_B,DAY,421,M01,1.0122,98.69,179.38,2.349,98.66,58.92,0.841,242.20,419.8,16.90,100.55,96.23,NG,0,0,PASS
B0424,2026-05-22,EQ_A,DAY,424,M07,1.0101,98.94,178.72,2.184,97.19,64.88,0.782,227.19,456.8,16.88,98.49,96.13,OK,0,0,PASS
B0425,2026-05-22,EQ_A,SWING,425,M07,0.9901,99.97,177.11,2.129,94.10,60.63,0.848,229.36,442.4,18.05,99.52,96.45,NG,0,0,PASS
B0426,2026-05-22,EQ_B,NIGHT,426,M07,1.0125,100.84,179.48,2.353,98.97,65.53,0.824,242.81,453.1,18.05,100.10,96.56,NG,0,0,PASS
B0427,2026-05-23,EQ_A,DAY,427,M07,1.0066,100.63,179.20,2.174,99.34,58.98,0.822,234.74,432.2,17.72,99.23,96.35,OK,0,0,PASS
B0429,2026-05-23,EQ_C,NIGHT,429,M07,1.0017,100.21,176.16,2.109,105.00,53.05,0.846,218.92,427.7,18.14,100.43,96.30,OK,0,0,PASS
B0430,2026-05-24,EQ_B,DAY,430,M07,1.0151,100.29,178.25,2.277,101.17,60.98,0.829,235.71,423.1,18.39,99.75,96.80,OK,0,0,PASS
B0431,2026-05-24,EQ_C,SWING,431,M07,1.0091,99.72,177.86,2.282,100.21,57.50,0.839,232.14,430.3,17.75,98.58,96.67,OK,0,0,PASS
B0432,2026-05-24,EQ_A,NIGHT,432,M07,0.9949,99.31,176.37,2.112,93.68,63.95,0.802,231.43,446.7,18.32,99.26,95.66,OK,0,0,PASS
B0433,2026-05-25,EQ_B,DAY,433,M07,0.9841,99.13,179.81,2.267,94.30,63.91,0.844,240.17,419.6,18.61,99.57,96.01,OK,0,0,PASS
B0434,2026-05-25,EQ_C,SWING,434,M07,1.0066,101.37,183.16,2.372,99.54,54.97,0.812,237.56,437.9,17.79,99.76,95.98,OK,0,0,PASS
B0435,2026-05-25,EQ_C,NIGHT,435,M07,0.9863,100.44,177.49,2.249,105.58,55.30,0.787,231.33,416.3,17.90,99.37,96.56,OK,0,0,PASS
B0436,2026-05-26,EQ_A,DAY,436,M07,1.0025,100.68,177.77,2.228,108.85,51.85,0.828,222.30,413.5,17.77,99.90,96.60,OK,0,0,PASS
B0437,2026-05-26,EQ_C,SWING,437,M12,1.0173,101.40,177.87,2.318,98.01,64.03,0.786,243.51,445.3,16.96,99.48,96.57,OK,0,0,PASS
B0438,2026-05-26,EQ_A,NIGHT,438,M07,0.9896,100.84,178.80,2.308,91.95,68.18,0.842,244.44,454.6,18.86,98.71,95.58,OK,0,0,PASS
B0439,2026-05-27,EQ_C,DAY,439,M07,1.0014,101.14,177.72,2.236,99.67,63.80,0.872,227.67,464.8,17.99,99.44,95.63,NG,0,0,PASS
B0440,2026-05-27,EQ_A,SWING,440,M07,1.0101,99.67,181.47,2.351,102.23,56.90,0.840,236.32,421.9,16.69,98.52,97.31,OK,0,0,PASS
B0441,2026-05-27,EQ_B,NIGHT,441,M07,1.0032,100.83,182.45,2.377,102.00,55.32,0.814,242.86,427.4,18.12,99.76,96.56,NG,0,0,PASS
B0442,2026-05-28,EQ_C,DAY,442,M07,1.0037,100.46,175.91,2.164,93.76,61.27,0.807,227.45,429.6,18.74,100.16,95.33,NG,0,0,PASS
B0443,2026-05-28,EQ_A,SWING,443,M03,1.0011,100.89,180.13,2.285,92.66,65.16,0.787,243.08,461.1,17.78,99.63,96.07,OK,0,0,PASS
B0444,2026-05-28,EQ_B,NIGHT,444,M07,1.0045,100.40,184.20,2.414,97.26,59.64,0.773,244.09,416.4,17.77,99.05,95.69,NG,0,0,PASS
B0445,2026-05-29,EQ_C,DAY,445,M07,1.0007,100.39,176.52,2.133,101.97,54.55,0.777,226.64,398.5,18.17,99.62,96.42,OK,0,0,PASS
B0446,2026-05-29,EQ_B,SWING,446,M07,1.0072,101.12,181.85,2.520,100.65,59.54,0.816,243.08,420.7,19.52,99.31,97.06,NG,0,0,PASS
B0447,2026-05-29,EQ_B,NIGHT,447,M07,1.0030,100.12,181.32,2.193,97.61,61.92,0.840,240.19,426.1,17.95,100.21,96.41,OK,0,0,PASS
B0448,2026-05-30,EQ_A,DAY,448,M07,1.0067,99.83,179.89,2.406,100.20,58.55,0.790,227.35,416.9,18.03,99.58,97.41,OK,0,0,PASS
B0449,2026-05-30,EQ_A,SWING,449,M07,0.9783,100.04,179.94,2.304,95.85,61.45,0.765,235.56,442.7,18.84,99.61,98.41,OK,0,1,REVIEW
B0450,2026-05-30,EQ_A,NIGHT,450,M07,0.9991,101.62,178.87,2.360,102.16,63.26,0.859,232.97,446.2,19.12,98.94,96.22,OK,0,0,PASS
B0451,2026-05-31,EQ_B,DAY,451,M07,0.9886,100.58,179.14,2.324,105.82,62.79,0.847,240.16,448.6,18.20,99.71,96.77,NG,0,0,PASS
B0452,2026-05-31,EQ_C,SWING,452,M07,0.9984,99.47,176.53,2.159,103.36,59.28,0.769,232.83,434.8,17.46,98.98,95.99,OK,0,0,PASS
B0453,2026-05-31,EQ_C,NIGHT,453,M07,1.0110,99.87,178.87,2.256,103.30,60.89,0.846,239.08,453.1,17.99,100.29,97.52,OK,0,0,PASS
B0454,2026-06-01,EQ_A,DAY,454,M07,1.0004,101.53,181.90,2.371,95.65,58.30,0.812,239.72,431.3,17.89,100.57,96.87,OK,0,0,PASS
B0455,2026-06-01,EQ_B,SWING,455,M07,0.9881,99.86,181.42,2.369,112.60,55.25,0.827,241.19,413.4,18.16,99.70,96.25,OK,0,1,REVIEW
B0456,2026-06-01,EQ_C,NIGHT,456,M07,1.0004,100.45,181.65,2.318,101.39,59.84,0.837,233.55,437.8,18.57,99.68,97.20,OK,0,0,PASS
B0457,2026-06-02,EQ_A,DAY,457,M07,1.0022,99.72,179.67,2.229,102.62,61.15,0.855,233.68,423.9,18.00,100.72,97.01,OK,0,0,PASS
B0458,2026-06-02,EQ_B,SWING,458,M07,0.9959,101.14,183.48,2.411,106.97,54.99,0.793,240.25,426.2,18.06,99.31,96.21,OK,0,0,PASS
B0459,2026-06-02,EQ_A,NIGHT,459,M08,0.9979,102.72,183.88,2.324,96.18,59.73,0.813,246.71,447.1,18.72,99.22,95.69,OK,0,0,PASS
B0460,2026-06-03,EQ_A,DAY,460,M07,1.0044,100.18,178.63,2.399,101.08,56.27,0.829,223.77,412.0,17.90,100.39,96.10,OK,0,0,PASS
B0461,2026-06-03,EQ_B,SWING,461,M07,1.0141,101.03,180.95,2.251,98.58,64.57,0.820,244.01,438.8,18.18,100.22,95.43,OK,0,0,PASS
B0462,2026-06-03,EQ_A,NIGHT,462,M08,0.9963,101.52,179.50,2.102,105.16,61.08,0.889,241.96,445.8,17.67,98.83,95.96,OK,0,0,PASS
B0463,2026-06-04,EQ_C,DAY,463,M07,0.9960,99.62,181.19,2.230,91.28,60.23,0.814,234.56,423.0,18.75,100.56,97.47,NG,0,0,PASS
B0464,2026-06-04,EQ_C,SWING,464,M07,0.9997,100.06,181.95,2.355,102.48,62.74,0.822,250.81,437.1,18.81,99.46,96.15,OK,0,0,PASS
B0465,2026-06-04,EQ_B,NIGHT,465,M07,1.0087,100.34,180.51,2.404,105.06,58.47,0.755,240.34,442.0,17.64,100.72,97.62,OK,0,0,PASS
B0467,2026-06-05,EQ_B,SWING,467,M07,1.0156,99.89,180.57,2.378,97.54,67.91,0.794,246.09,478.8,19.42,98.31,94.98,OK,0,0,PASS
B0468,2026-06-05,EQ_A,NIGHT,468,M07,1.0117,100.72,181.03,2.366,105.03,54.80,0.797,227.09,426.2,18.07,100.25,96.54,OK,0,0,PASS
B0469,2026-06-06,EQ_A,DAY,469,M07,0.9993,99.71,178.85,2.373,95.89,62.67,0.816,243.23,440.9,18.50,100.43,97.71,OK,0,0,PASS
B0470,2026-06-06,EQ_A,SWING,470,M08,1.0158,101.05,182.12,2.365,101.60,58.94,0.743,232.78,452.0,18.61,99.78,96.39,OK,0,0,PASS
B0471,2026-06-06,EQ_A,NIGHT,471,M08,0.9940,100.75,179.84,2.286,94.81,64.55,0.763,236.55,465.1,17.93,99.55,97.00,NG,0,0,PASS
B0472,2026-06-07,EQ_C,DAY,472,M03,1.0100,100.91,181.15,2.333,100.77,59.34,0.825,237.05,441.0,17.70,100.05,96.86,OK,0,0,PASS
B0473,2026-06-07,EQ_A,SWING,473,M08,1.0099,102.30,182.22,2.411,95.96,66.10,0.835,248.51,449.1,19.26,98.91,94.96,NG,0,0,PASS
B0474,2026-06-07,EQ_A,NIGHT,474,M08,1.0023,99.95,177.63,2.250,90.67,67.93,0.783,242.61,443.1,18.19,98.47,95.23,OK,0,0,PASS
B0475,2026-06-08,EQ_B,DAY,475,M08,0.9988,101.66,181.41,2.396,98.86,58.75,0.822,234.24,427.6,17.42,99.07,96.74,OK,0,0,PASS
B0476,2026-06-08,EQ_B,SWING,476,M08,1.0082,100.91,180.73,2.316,100.84,65.54,0.875,240.42,451.3,18.40,99.74,96.07,NG,0,0,PASS
B0477,2026-06-08,EQ_C,NIGHT,477,M08,1.0118,100.55,180.68,2.313,95.47,60.52,0.832,250.38,443.8,18.41,100.17,96.87,OK,0,0,PASS
B0478,2026-06-09,EQ_A,DAY,478,M08,1.0077,100.44,183.55,2.326,100.95,58.36,0.854,250.09,433.0,19.00,99.77,95.79,OK,0,0,PASS
B0479,2026-06-09,EQ_B,SWING,479,M08,1.0146,100.29,180.43,2.266,102.69,58.20,0.811,237.93,431.4,17.31,99.47,96.50,OK,0,0,PASS
B0480,2026-06-09,EQ_C,NIGHT,480,M12,1.0031,101.29,177.78,2.147,97.67,61.57,0.757,237.02,462.9,18.46,99.99,96.09,OK,0,0,PASS
B0481,2026-06-10,EQ_A,DAY,481,M08,1.0146,101.73,179.12,2.361,109.20,59.56,0.809,227.86,452.2,18.35,100.05,97.06,OK,0,0,PASS
B0482,2026-06-10,EQ_B,SWING,482,M08,1.0135,101.38,181.41,2.368,98.90,56.86,0.814,240.79,431.1,18.09,98.51,97.40,NG,0,0,PASS
B0483,2026-06-10,EQ_C,NIGHT,483,M08,1.0106,101.00,183.34,2.393,97.84,60.40,0.863,243.68,423.0,17.43,99.50,95.97,NG,0,0,PASS
B0484,2026-06-11,EQ_A,DAY,484,M08,0.9907,100.82,184.03,2.340,97.48,58.32,0.750,229.88,411.4,18.19,99.84,96.66,NG,0,0,PASS
B0485,2026-06-11,EQ_A,SWING,485,M08,1.0099,102.20,179.89,2.330,99.72,58.54,0.778,223.82,438.4,19.50,99.97,95.87,OK,0,0,PASS
B0486,2026-06-11,EQ_C,NIGHT,486,M04,0.9979,101.00,178.29,2.199,103.35,57.61,0.875,219.33,429.7,17.46,99.61,96.71,OK,0,0,PASS
B0487,2026-06-12,EQ_B,DAY,487,M08,1.0165,101.97,182.80,2.348,99.79,64.25,0.820,249.27,436.5,19.65,99.12,95.46,OK,0,0,PASS
B0488,2026-06-12,EQ_B,SWING,488,M08,0.9981,100.63,180.94,2.296,96.08,60.77,0.821,237.86,451.7,17.66,99.22,97.94,OK,0,0,PASS
B0489,2026-06-12,EQ_A,NIGHT,489,M08,0.9972,101.75,178.59,2.309,101.30,59.94,0.783,231.24,441.2,19.19,100.29,96.62,OK,0,0,PASS
B0490,2026-06-13,EQ_C,DAY,490,M08,1.0172,102.44,181.20,2.254,98.36,55.72,0.869,235.38,424.6,18.38,99.63,96.84,OK,0,0,PASS
B0491,2026-06-13,EQ_C,SWING,491,M08,1.0059,101.16,175.53,2.216,95.14,63.95,0.821,229.42,467.6,18.55,99.06,94.80,OK,0,0,PASS
